logFC	AveExpr	t	P.Value	adj.P.Val	B
Bst2	-0.504570522202701	6.24742832047849	-4.455613758513	0.00071328487804235	0.00627120284162724	-0.580254973609841
Gm45074	0.415828395598591	4.85839433652249	4.45434602320739	0.000714905954611555	0.00628218101857739	-0.582549821866093
Fkbp11	0.521933282223983	5.92471845792358	4.45420777772882	0.000715082962714578	0.00628218101857739	-0.582800083397152
Nlrp3	0.526442705343831	5.50855520550942	4.45352635043183	0.000715956120131759	0.00628743646512023	-0.584033679658072
Otud7b	-0.650277073111215	8.24815134169792	-4.45309950117336	0.000716503633581513	0.00628982921026566	-0.584806435057289
Bicral	-0.541469158550227	6.6491314145474	-4.45204298767491	0.000717860677863813	0.0062993238608556	-0.586719198644023
Hnrnpa1	0.520459573373842	8.9691232431642	4.45136904782529	0.000718727716519584	0.00630392382669476	-0.587939393584587
Orc4	-0.938032843084168	7.70464696931412	-4.4512071108612	0.000718936213924258	0.00630392382669476	-0.58823259402647
Scnn1g	0.360258908368906	4.54082335939565	4.45066786062967	0.00071963096307681	0.00630620649153047	-0.589208971632926
Col8a2	-0.707663456923832	4.33676236724263	-4.45057701516404	0.000719748073416762	0.00630620649153047	-0.589373461318263
Zzz3	-0.785042642969747	7.5534944930474	-4.44988724516293	0.000720637912335256	0.00631158474886351	-0.590622424271936
Mpeg1	0.711076076812429	6.84530373197728	4.44693332476887	0.000724461554004086	0.00634105246611013	-0.5959716377849
Kpna1	-0.48419308891229	9.98709493731656	-4.4468597751083	0.000724557027022291	0.00634105246611013	-0.596104839530748
Spred2	-0.493802728043152	7.14134387936292	-4.44505520432747	0.000726903590590701	0.00635915505341552	-0.599373176117834
Zfp740	-0.715155265725799	6.74352397727943	-4.44480138476523	0.000727234275457548	0.00635961507119052	-0.599832907138681
Lrsam1	-0.862088578538342	6.43328546816288	-4.44458453411145	0.000727516919602997	0.00635965478496993	-0.600225683520726
A230001M10Rik	0.480252560615902	5.30391451891432	4.44376119762947	0.000728591098543618	0.00636661109724702	-0.601717017966329
4930548G14Rik	0.440262477370622	3.99813041571572	4.44273778396848	0.000729928605841928	0.00637586224537556	-0.603570857227229
Adarb1	0.460960947875811	6.65183790814183	4.44168098755718	0.000731312415132929	0.00638551061827408	-0.60548528190839
Ncr1	0.495575782135809	4.73358275869655	4.44112167698118	0.000732045898858316	0.00638759801939461	-0.60649854037902
Psmd1	-0.540881811114271	10.0445422924699	-4.44107272733303	0.000732110128075619	0.00638759801939461	-0.606587220118232
Chfr	-0.483290333010507	8.00845629892032	-4.439625721178	0.000734011458833103	0.00640174448535294	-0.609208805138114
Syn1	0.530999107083742	6.02950583885239	4.43875232190328	0.000735161562853078	0.00640933077366534	-0.610791274974514
Ice1	-0.817734721233544	7.53946263923354	-4.43749064589308	0.000736826257111884	0.00642139590229976	-0.613077385185732
Dennd2c	-0.616611117774174	4.60130257994754	-4.43591635743498	0.000738908907789335	0.00643709291555296	-0.615930170374805
Upf2	-0.742160368391472	8.66619275462163	-4.4354883307322	0.000739476206253241	0.00643958182962647	-0.616705846864144
Adarb2	0.536302425286005	5.08388278229829	4.43411679771789	0.000741297055657791	0.00645298099306524	-0.619191488338777
Plxnd1	-0.918875158472245	6.68083276186522	-4.43319271492372	0.000742526491621512	0.0064612236721464	-0.620866322203262
Gm5117	-0.572906238947127	5.96940393199893	-4.43278234236349	0.000743073145441591	0.00646249318803688	-0.621610121554595
Vps26b	-0.537791697420149	7.9159946115172	-4.43265895930239	0.000743237584595811	0.00646249318803688	-0.62183375650249
Cfdp1	-0.621474377875257	7.81310438919644	-4.43161096898344	0.000744635819897321	0.00647219001497983	-0.623733329520649
Gm9299	-0.524222282588458	8.43688959530048	-4.43046143377877	0.000746172675655383	0.00648308387039791	-0.625817092670777
Alk	0.460849220439332	4.93481666286102	4.42999429244736	0.000746798153949956	0.00648475045988006	-0.626663919258012
Hivep2	-0.599795835281979	8.77868844994101	-4.42989465138214	0.000746931638592097	0.00648475045988006	-0.626844549973024
Plb1	0.382275894698516	5.76333533717716	4.42846404569221	0.000748850887576079	0.00649737822412468	-0.62943808554797
Phc1	-1.13628716209329	7.00580196957878	-4.42804596669176	0.000749412732682906	0.00649737822412468	-0.63019605828626
Gm3320	0.427161357458808	4.47722758675325	4.42796421994149	0.000749522641037297	0.00649737822412468	-0.630344266385122
Gm50184	0.427161357458808	4.47722758675325	4.42796421994149	0.000749522641037297	0.00649737822412468	-0.630344266385122
Aco2	-0.667166986738671	12.7207731890576	-4.42759314469261	0.000750021761279835	0.00649924124173826	-0.631017040153343
Tmem258	0.547197528183666	6.04913178112175	4.42736566912016	0.000750327901102954	0.00649943122819028	-0.6314294692152
Mcm6	-0.555600083321403	6.69237675703983	-4.4263704320656	0.000751668830023684	0.00650626939054496	-0.633233966388588
Dapk2	-0.622142707962521	7.20109615110523	-4.42603619362444	0.000752119722325677	0.00650626939054496	-0.633840008161926
Ccr2	0.467597058735845	6.88450880891748	4.42591679394837	0.000752280862152101	0.00650626939054496	-0.634056506684992
Ssx2ip	-0.438667731738309	7.52441645032548	-4.42580394400735	0.000752433195482687	0.00650626939054496	-0.634261130419242
Filip1l	-0.61349209411379	8.37850322984905	-4.42572490703266	0.000752539904582448	0.00650626939054496	-0.63440444400335
Dcxr	-0.46630449084337	6.85382486237738	-4.42305049727059	0.000756159936038685	0.00653509652960418	-0.639254191406353
Sim2	-1.29598536572208	6.74575476108481	-4.42270856287503	0.000756624072680645	0.00653640893189246	-0.639874305085435
Tmem179	0.471142538184491	5.64397528472676	4.42251756782966	0.00075688345511856	0.00653640893189246	-0.640220688603097
Proser1	-0.705965964122278	6.95889616106635	-4.42125762489644	0.000758596843870098	0.00654873258800355	-0.64250578191499
Cdadc1	-0.554974138016861	7.89118196892942	-4.4199198368354	0.000760420497782543	0.00656199846916649	-0.644932238312976
9130221H12Rik	-0.581665755142755	7.23003108460761	-4.41861839279203	0.0007621989717125	0.00657421341918892	-0.64729295174744
E2f6	-0.476515556348618	10.6643164359875	-4.41846347009783	0.000762410966752187	0.00657421341918892	-0.647573980520763
Nphp4	0.353674174010112	5.28912294190681	4.41813483260847	0.000762860874280672	0.00657523202760693	-0.648170135007354
Ebna1bp2	-0.575314957915625	7.61865458128822	-4.41787290397364	0.000763219654002749	0.00657523202760693	-0.64864528636761
Agmat	0.510292013651672	5.4854488672122	4.41774321567374	0.000763397360795775	0.00657523202760693	-0.648880549905956
Gm10482	1.46967742821453	4.74561087232708	4.41728512629772	0.000764025406282497	0.00657523202760693	-0.649711569559772
Msi1	0.48762024016684	6.14283288790524	4.417281944806	0.000764029770015327	0.00657523202760693	-0.649717341177499
Pcdh19	-0.745012524232369	7.01267265002993	-4.41694499634823	0.000764492074761741	0.00657523202760693	-0.650328613072293
Etv4	0.366307210457065	6.24695122479115	4.41690876443269	0.000764541803454908	0.00657523202760693	-0.650394343559342
Adgrl4	0.492893733352376	8.18920153748671	4.4158273027971	0.00076602766670856	0.00658553409108697	-0.652356350072568
Stmnd1	0.496250557171241	4.34942886104042	4.41496233839226	0.000767218231210255	0.00659250795619153	-0.653925670165834
Ankrd63	0.448370436314375	4.66053298524534	4.41481920066182	0.000767415435516086	0.00659250795619153	-0.654185374882144
Snx19	-0.533795141531358	8.56620394758475	-4.41459037909139	0.000767730797712896	0.0065927404739386	-0.654600546110755
4930422C21Rik	0.428450734512729	4.7029297604673	4.41349053136197	0.000769248485945557	0.00660329368491103	-0.656596172306585
5730521K06Rik	0.60441206428483	4.34958793297864	4.41295197069181	0.000769992784386497	0.00660720262414649	-0.657573412714372
Slc26a2	-0.834833768164811	6.03835463262866	-4.41243229667309	0.000770711689238441	0.00661089081376769	-0.658516410761176
Arl5b	-0.564317806234782	7.97415617806837	-4.41146888427439	0.000772046293305299	0.00661985550630131	-0.660264687745276
Usp22	-0.802506551535383	7.62783184332612	-4.41020760368576	0.000773797154327973	0.00663192416440939	-0.662553641587079
Trim26	-0.766338052643213	7.73325005199206	-4.41000697196147	0.000774076042900891	0.00663192416440939	-0.662917760189691
Prdm8	-0.54783694292266	5.14061154768561	-4.40970215125546	0.000774499959098532	0.00663192416440939	-0.663470975162886
Zfp664	0.419784732989008	7.90287413878047	4.40955219925167	0.000774708586692286	0.00663192416440939	-0.663743124519736
Ido2	0.570269109045651	4.25057246940705	4.40941188687733	0.000774903855488101	0.00663192416440939	-0.663997780905937
Olfr154	0.598585475576526	4.54856311043454	4.40910268076609	0.000775334349148165	0.00663312603678273	-0.664558973819286
Mfsd13b	0.442686112918862	4.67302660394602	4.40884807526987	0.000775689011022806	0.00663367849815614	-0.665021076827178
Rab39b	0.512563697156588	4.83631872549729	4.40806546606148	0.000776780228326546	0.00664052720051269	-0.666441535769403
Tox2	0.476371776078845	5.67111045551886	4.40771078680271	0.00077727529314576	0.00664227630928895	-0.667085309803903
Capn8	0.425184120076166	5.27710403906781	4.40740324976444	0.000777704821224842	0.00664346427036597	-0.667643526987787
Gm11554	0.40066416756263	3.63388649952604	4.40621212210165	0.000779370758871411	0.00665024272905651	-0.669805660112194
Gm11569	0.40066416756263	3.63388649952604	4.40621212210165	0.000779370758871411	0.00665024272905651	-0.669805660112194
Krtap4-13	0.40066416756263	3.63388649952604	4.40621212210165	0.000779370758871411	0.00665024272905651	-0.669805660112194
Sirpa	-0.431296686618447	6.55184774482559	-4.40535339298317	0.000780574091758867	0.00665802623287645	-0.671364513919577
Trim10	0.423785581135602	5.10319135365904	4.40352808553989	0.000783138290010806	0.00667740731393255	-0.67467825087866
Wdr60	-0.616224998258859	5.94584099407669	-4.40231269130233	0.000784850522812974	0.00668951239496351	-0.676884915405793
Ulk2	-0.807327609835415	9.04127132262283	-4.40079838034463	0.000786989298308051	0.00670524265041301	-0.679634502660943
Slc25a53	0.359537287904027	6.09794199851298	4.40028454325111	0.000787716401573935	0.00670893805258575	-0.680567547718132
Fgfr3	0.848724472685022	6.15754364278378	4.39943563494513	0.000788919172381543	0.00671668042964301	-0.682109086828054
Trappc5	-0.421142089117484	8.30753572438703	-4.39903056801094	0.000789493760021986	0.00671907082403527	-0.682844676845383
Pxk	-0.62427951279388	6.7739971562057	-4.39660903896074	0.000792937761986968	0.00674410361928044	-0.68724245285927
Sfxn5	0.486400457367187	5.20816498563923	4.39654787505938	0.000793024953307902	0.00674410361928044	-0.687353541278204
Vps16	-0.468598666423349	6.6892702834173	-4.39620549158243	0.000793513216746191	0.00674574730132041	-0.687975399395017
Laptm5	0.461421178308826	6.82731107384176	4.3953000223599	0.000794805983518223	0.00675351217288266	-0.689620026178514
Sptbn2	0.5142046087161	6.99467153893818	4.39515218489833	0.000795017262961348	0.00675351217288266	-0.689888555028355
Gpr26	0.403986626115269	5.34049770425322	4.39438410072466	0.00079611589513767	0.00675840678877491	-0.69128372264596
Thoc5	-0.521298830380224	6.84093861106804	-4.39433615092863	0.00079618453248905	0.00675840678877491	-0.691370821860109
Rnf8	-0.442008536494993	7.74391598535852	-4.3932635315064	0.000797721529588115	0.00676894097908015	-0.693319260438665
Ogt	-0.626870046828691	9.96296082086409	-4.39288080381486	0.000798270698951765	0.00677108840639057	-0.694014522599504
Tshz1	-0.648393330087979	7.55556300829803	-4.39230160816892	0.000799102522270074	0.00677563087848426	-0.695066716192867
Hhatl	-0.505790790955219	10.1743529082797	-4.3914756767624	0.000800290254659128	0.00678318663585802	-0.696567200182294
Gata1	0.340234175751954	5.17362427687214	4.39064008065694	0.000801493747849657	0.00679087033191032	-0.698085312511982
Kcnc3	0.425661685274581	7.04531058413599	4.3897371592843	0.000802796317565591	0.00679938747781109	-0.699725820947981
Gnl2	-0.524661335976174	8.31883630995013	-4.38864841040996	0.000804369884109186	0.0068101927100366	-0.701704067124565
St6galnac5	0.542755345416313	6.13205255807051	4.38772533963815	0.000805706500849713	0.00681898455271327	-0.703381371668195
Cept1	-0.536634452436336	9.27811698676994	-4.38696298193238	0.000806812139169145	0.00682581575971884	-0.704766710694265
Ercc1	0.367403760800101	9.11506724438899	4.38533353426131	0.000809180584142928	0.00684332159696023	-0.707727902569201
Trim37	-0.631634076661921	6.68751976679889	-4.38451169906879	0.000810377876165954	0.0068509135941453	-0.709221523590057
Esrra	0.675276336913219	8.93481333830428	4.38374936817476	0.000811490120951001	0.00685778125865022	-0.710607061094056
Spry1	-0.718405568708394	7.97307399013576	-4.38310466147964	0.000812431986321275	0.00685857195019157	-0.711778862153014
Snora28	0.535362561260155	8.7279359312308	4.38297162919827	0.000812626476926673	0.00685857195019157	-0.712020663159861
Etnk1	-0.611249068877141	8.07343877558686	-4.3826890752419	0.000813039725431682	0.00685857195019157	-0.712534242398579
C87487	0.422476542704409	3.46310430326404	4.3824733273049	0.000813355413635061	0.00685857195019157	-0.71292639826194
Gm13034	-0.550636620282999	8.20982032031674	-4.38183992102352	0.000814282965050293	0.00685857195019157	-0.714077741036443
Gm13135	-0.550636620282999	8.20982032031674	-4.38183992102352	0.000814282965050293	0.00685857195019157	-0.714077741036443
Gm13140	-0.550636620282999	8.20982032031674	-4.38183992102352	0.000814282965050293	0.00685857195019157	-0.714077741036443
Smarca5	-0.550636620282999	8.20982032031674	-4.38183992102352	0.000814282965050293	0.00685857195019157	-0.714077741036443
Smarca5-ps	-0.550636620282999	8.20982032031674	-4.38183992102352	0.000814282965050293	0.00685857195019157	-0.714077741036443
Nelfb	-0.526643293213215	8.00979033761609	-4.38132188112889	0.000815042390528856	0.00686244086399628	-0.715019412314271
Gm6161	-0.514335433281887	9.36514418720474	-4.3800409415148	0.000816923349492519	0.00687574646897126	-0.717347966727488
AW549877	-0.585121785727781	8.32249163926316	-4.3795038662268	0.000817713340425377	0.00687986338073861	-0.718324337424271
Snhg8	0.614629661681922	11.1595061787159	4.37854565782953	0.000819124748561416	0.00688667086400826	-0.720066374861991
Snora24	0.614629661681922	11.1595061787159	4.37854565782953	0.000819124748561416	0.00688667086400826	-0.720066374861991
Mad2l2	-0.414740364278643	7.16771042995399	-4.37707926557154	0.000821289584639394	0.00690071970302355	-0.722732476779783
Atrn	-0.834996587430864	6.63122961173382	-4.376948220318	0.000821483335268719	0.00690071970302355	-0.722970745498035
Itm2b	-0.454558554666524	11.949324847279	-4.37680100077323	0.000821701056119168	0.00690071970302355	-0.723238424643499
Aatf	-0.43134677239635	6.72633401845219	-4.37534838066291	0.00082385252390342	0.00691330054838151	-0.725879740123644
Lingo1	0.383531163054233	5.85695066880053	4.37531991050093	0.000823894749191506	0.00691330054838151	-0.725931509852544
Fn3k	-0.512220157166405	7.5040205780319	-4.37517746060856	0.000824106056274619	0.00691330054838151	-0.726190539886961
Itpripl2	0.460159089280129	7.54316711104816	4.37368674487924	0.000826320723951167	0.00692933711599387	-0.728901370397526
Trub1	-0.60138412399353	6.60260781203269	-4.37295729350598	0.000827406673104348	0.00693590022014304	-0.730227941142726
Ap5m1	-0.543294950668607	6.59857883512091	-4.37191275318028	0.000828964277539948	0.00694590045585586	-0.732127621222127
Col3a1	-0.925578231188308	10.3611334906958	-4.37175008978271	0.000829207112317933	0.00694590045585586	-0.732423463003153
P4ha2	-0.595619760607642	7.34973869521117	-4.37122756147438	0.000829987676334192	0.00694989314625057	-0.73337382195344
AW047730	0.37083894588185	5.9103930822153	4.36986258041967	0.000832030309013885	0.00696444696432266	-0.735856537601343
Acer2	0.508142072583345	6.65016852916133	4.36887243684464	0.000833515273777105	0.00697432392269844	-0.737657591049087
Ap4e1	-0.719197904231305	8.38658263856387	-4.36824688341061	0.000834454861033102	0.0069781238732407	-0.738795511970642
Fam149a	-0.39562268304817	5.18453786380101	-4.36789778780196	0.000834979683074985	0.0069781238732407	-0.739430555737545
4933440M02Rik	0.519703434565961	4.76504524777888	4.367880596928	0.000835005536261264	0.0069781238732407	-0.739461828164537
Ppp1r27	-0.808182983351981	9.85741434915037	-4.36774774292037	0.000835205362074739	0.0069781238732407	-0.739703507810615
Acsl6	-0.458373351755326	9.91040930389718	-4.36755513402128	0.000835495153268018	0.0069781238732407	-0.740053892917347
Adam12	0.481385837031127	4.59048417956242	4.36707555258052	0.000836217163982114	0.00698160427380175	-0.740926341122697
AA388235	0.396291069235137	5.9716510630811	4.36548068159736	0.000838622898771814	0.00699835435233269	-0.743827874070083
B3gnt2	-0.527701847325457	6.66934829756367	-4.36533999367097	0.000838835459145702	0.00699835435233269	-0.744083838372642
Rap1gap	0.37503652545195	7.527770133632	4.36405317454144	0.000840782260782188	0.00701202739720406	-0.746425138192957
Atg2b	-0.53149753143708	6.16780565085537	-4.36385163056	0.000841087596227511	0.00701202739720406	-0.746791851798048
Hmgxb4	-0.507310129653153	7.13903778046256	-4.36342905724409	0.000841728160122552	0.00701481033734786	-0.747560746135448
Ufsp2	-0.429605896557501	9.02228721444104	-4.36308685502786	0.000842247262730986	0.00701657938219752	-0.748183414041714
Suv39h2	0.427925731086767	5.57195343690566	4.36205112155885	0.000843820437749678	0.00702479470836442	-0.750068095726821
Gm48087	0.441407886030582	6.25386310346633	4.36178476011449	0.000844225505974243	0.00702479470836442	-0.75055279993622
Zbtb5	0.441407886030582	6.25386310346633	4.36178476011449	0.000844225505974243	0.00702479470836442	-0.75055279993622
Ndufs7	0.431951583833221	12.5746033974362	4.3615419011659	0.000844595008455813	0.00702479470836442	-0.750994742237512
Pbx2	-0.664268855055814	6.59414269126164	-4.36142735315721	0.000844769347909837	0.00702479470836442	-0.751203192880554
Gm43268	-0.454911733953452	3.61560679241564	-4.36041545919374	0.000846311047911783	0.00703505672251787	-0.753044660292408
Fbxo4	-0.549699230997545	5.3337865776243	-4.3595041852317	0.000847701940221281	0.00704210771101443	-0.754703104066892
Oas1e	0.492528099075271	6.53007601363673	4.35945625174736	0.000847775167413973	0.00704210771101443	-0.754790341350919
Zfand4	0.496268839224823	4.72254219874415	4.35900773342143	0.000848460679115075	0.00704524285040071	-0.755606640228102
Ube2d1	-1.1539977463	9.96359058316411	-4.35840845427907	0.000849377508827434	0.00705029577926162	-0.756697353392214
Rnf181	-0.511756109971535	9.29027141866968	-4.35754292886856	0.000850703477561682	0.00705873988566057	-0.758272708703386
Dnajc25	0.410466974522533	6.95858128682737	4.35706369191552	0.000851438581908331	0.0070610394513936	-0.759145006705182
AI854703	0.382497092741466	7.00549755729531	4.35695971232347	0.000851598163676035	0.0070610394513936	-0.759334271384527
Serinc4	0.674148524887955	5.84548714729949	4.35621163171596	0.000852747187664658	0.0070680038736917	-0.760695966613697
Dixdc1	-0.76736322772837	5.72358680494171	-4.35554034204275	0.000853779630971387	0.00707399731922235	-0.761917930099924
Cps1	0.574652623771229	4.5689815328611	4.35462399999492	0.000855191055612235	0.00708248294753467	-0.763586039751365
Gm12251	-0.379011772671917	12.0990518997663	-4.35427262131283	0.000855732918665309	0.00708248294753467	-0.764225711731773
Ndufs3	-0.379011772671917	12.0990518997663	-4.35427262131283	0.000855732918665309	0.00708248294753467	-0.764225711731773
Arl8b	-0.364609581735715	9.66378743250197	-4.35373758779404	0.00085655868011755	0.0070827044780189	-0.765199744009889
Lrriq3	0.472178110348271	5.86278228626577	4.35346188285563	0.000856984520593812	0.0070827044780189	-0.765701677819245
Dmtf1	-0.730612655244382	7.21119908287654	-4.35332812045689	0.000857191202519227	0.0070827044780189	-0.765945201261092
Eif4a3	-0.387884670745398	9.27317539993077	-4.35325235692879	0.000857308290849935	0.0070827044780189	-0.76608313464206
Eif4a3l2	-0.387884670745398	9.27317539993077	-4.35325235692879	0.000857308290849935	0.0070827044780189	-0.76608313464206
Josd1	0.456509619868928	8.5341622183337	4.35221990077748	0.000858905546968188	0.00709333768438733	-0.767962857607998
Ocel1	-0.508029805550829	5.79000311853503	-4.35138945951438	0.000860192513896451	0.00710140159125777	-0.769474862029921
Cdk2	-0.520708414548283	5.95726310255073	-4.3502672626638	0.000861934800220815	0.00711321725422216	-0.771518180845086
Sult1a1	0.656224684638745	8.5204826432793	4.34986799832515	0.000862555566409333	0.00711577225564525	-0.772245199374618
Ube2q2	-0.531952919400843	7.92232276229585	-4.34899002705536	0.000863922243624764	0.00712365863306942	-0.773843948259951
Myom3	-1.33117959490448	8.46518103119847	-4.34885376334062	0.000864134556941341	0.00712365863306942	-0.77409208557291
Fam227b	0.50928730536353	4.00691239704175	4.34839555494078	0.000864848890761756	0.00712697817439273	-0.774926500125613
Nipsnap2	1.00065051081775	9.24119649799484	4.34798136256911	0.00086549513122766	0.00712973438793737	-0.775680777619569
Dhrs3	-0.493322966035797	7.91452622824949	-4.34569616487246	0.000869069597558918	0.00715660192905198	-0.779842608797167
Impdh2	0.459037908962976	10.134527101383	4.34486938132014	0.00087036660205479	0.00716212430938788	-0.781348483851728
Impdh2-ps	0.459037908962976	10.134527101383	4.34486938132014	0.00087036660205479	0.00716212430938788	-0.781348483851728
Tstd2	1.18150913872836	7.25095289433708	4.34460342285822	0.000870784246555746	0.00716274074654726	-0.781832905679599
Mta1	-1.03346188418711	7.27303623247167	-4.34436525124599	0.000871158432514928	0.00716274074654726	-0.782266721895891
Srprb	-0.424124431260388	7.32400071150805	-4.34422352331607	0.000871381177055032	0.00716274074654726	-0.782524874000834
Dbnl	-0.513475698071237	6.28769252902563	-4.34204703029621	0.000874809247997376	0.00718833556708732	-0.78648952157392
Cd37	0.495340709835978	5.50210066633219	4.34156090928665	0.00087557681626441	0.00719205841750522	-0.78737509134454
Gfpt1	-0.613037296705378	8.42317104789588	-4.34011263763839	0.000877867724623653	0.00720828693956686	-0.790013554166759
Gprc5a	0.399631263001688	6.19850499913256	4.33956714221212	0.000878732210221175	0.00721279547140626	-0.791007391482125
AI661453	0.46973291463487	5.5288071360019	4.33818009577306	0.000880934335506106	0.00722827642065074	-0.793534580289617
Ndst3	0.376931949901406	4.12309756160506	4.33794794396714	0.000881303466150102	0.00722871150068886	-0.79395757759143
Car7	0.482369615200937	6.82110922372991	4.33748790147445	0.000882035425426185	0.00723038206868205	-0.794795823668449
B430319H21Rik	0.557220316478345	5.336472247988	4.33732233026096	0.0008822990146795	0.00723038206868205	-0.795097516984331
4933438K21Rik	0.62328330329806	3.7142548952897	4.33721295570792	0.000882473183635188	0.00723038206868205	-0.795296813792981
Ppp4r3a	-0.784147312116764	6.60239751550884	-4.33702544942972	0.00088277185305931	0.00723038206868205	-0.795638481016033
Lcmt1	-0.501100512058459	8.82670143776415	-4.33606764086922	0.000884299132729703	0.00724029809067771	-0.797383818951389
Irgm2	-0.514539394869036	6.59643538575047	-4.33472834575108	0.000886439304154764	0.00724802794403223	-0.799824459246262
Dkc1	-0.52541007239055	7.77640642044279	-4.33462016955922	0.000886612401888726	0.00724802794403223	-0.800021599803469
Acox2	0.474885494725495	5.44772568729786	4.3346191735547	0.000886613995804309	0.00724802794403223	-0.800023414929841
Gfod2	-0.410387865085624	6.70505306013206	-4.33459757904077	0.000886648554441674	0.00724802794403223	-0.800062768963502
Tlr8	0.477345538656388	5.05917741176128	4.33448547775605	0.000886827977409576	0.00724802794403223	-0.800267064068258
Stx3	0.772418304937996	7.07821844319758	4.3339418263803	0.00088769864852442	0.00725255187368933	-0.801257840045583
Gm25749	0.601759666807605	5.53989471167254	4.33353275066059	0.000888354377046502	0.00725272684551925	-0.802003377947688
Gria2	0.601759666807605	5.53989471167254	4.33353275066059	0.000888354377046502	0.00725272684551925	-0.802003377947688
Cabyr	0.454676754838582	4.88963343676082	4.33317451425519	0.000888929024602026	0.00725482831356143	-0.802656274893594
Tarbp1	-0.590484689027918	7.43648676794235	-4.33192761726322	0.000890932177534948	0.00726858260287877	-0.804928880597442
Trpm5	0.40645828582953	4.8172546467661	4.33126829685043	0.000891993271455103	0.00727464412683141	-0.806130625001385
Dock7	-0.617873222487848	7.18713264126602	-4.3305350988638	0.000893174799139835	0.00728168317530472	-0.807467075762689
Frg1	-0.659874393900721	5.97829670456873	-4.33027094870547	0.000893600866625213	0.0072825604483198	-0.807948573343373
Anp32e	-0.643850202545309	9.48953409285592	-4.33001005741405	0.000894021884237006	0.00728339595608545	-0.808424137251038
Ints2	-0.899446061570731	6.36610617932028	-4.32857517319558	0.000896341126733309	0.00729968977426542	-0.811039824165315
Mir1898	0.404213266264829	4.94618781309632	4.32790539136279	0.000897425845365484	0.00730261936822036	-0.812260854828087
C230014O12Rik	0.45251467063243	5.43712467863888	4.32783579236578	0.000897538639600522	0.00730261936822036	-0.812387738202962
Sparcl1	-0.643780851875122	10.239094599782	-4.32776161476811	0.000897658870214599	0.00730261936822036	-0.812522969173145
Mtmr6	0.597743066410557	10.3676871488913	4.32746699307721	0.000898136571898233	0.00730390722836728	-0.813060090470214
Fev	0.369768487594191	4.62801614978407	4.32715275968279	0.000898646362253776	0.00730545503448963	-0.813632974895672
Tnfrsf4	0.3585723758112	7.02591147630936	4.32659317916913	0.000899554928690358	0.00731024239846877	-0.814653179639725
Vwa5b2	0.711840581533348	4.95422916683793	4.32521194107292	0.000901801658560748	0.00732589709696881	-0.817171527236132
Nme9	0.473889814362891	5.00871501365878	4.32477751139498	0.000902509504914318	0.00732904380624312	-0.817963640937209
Ephx1	-0.625336853278787	8.05285481854298	-4.32308751685254	0.000905268606694095	0.00734884007734489	-0.821045251744222
Asb10	-0.443795277414605	9.04990569960328	-4.32156672110343	0.000907758938773603	0.00736644123913227	-0.823818573695981
Adal	-0.449994778706998	7.60485964425096	-4.32087510213002	0.000908893823446523	0.00737303439325118	-0.825079883312225
Cbr2	-0.469552907605991	8.40214914958507	-4.32056728474501	0.000909399396466747	0.00737451964482325	-0.825641266526367
Rdx	-0.40688463208703	10.71069782477	-4.32031072842289	0.000909820998502286	0.0073753231456045	-0.826109169143601
Cpne5	0.497371969427272	5.94889536171186	4.31915856226524	0.000911716863353011	0.00738807272542759	-0.828210546377756
Pih1d1	-0.53579753357751	7.79173641084557	-4.31710828104291	0.000915100679297314	0.00741286657250123	-0.831950265916668
Cpne1	-0.402823972789246	8.35418523524023	-4.31639143291692	0.000916286842133207	0.00741722035607157	-0.833257894554276
Gm28036	-0.402823972789246	8.35418523524023	-4.31639143291692	0.000916286842133207	0.00741722035607157	-0.833257894554276
Tyrobp	0.836850008439275	6.98454588351209	4.31606754036448	0.000916823306519134	0.00741893679174789	-0.833848734884803
Ralgps1	-0.372128491328173	5.80993909229235	-4.31500191044077	0.000918590609127868	0.00743060843634103	-0.835792713390809
2310065F04Rik	-0.564983303821468	9.02421424157818	-4.31454101069748	0.000919356084300588	0.00743417076937265	-0.83663354485684
Gm42537	0.475467259345891	5.08723583186913	4.31387731528295	0.000920459528521888	0.00744046253030701	-0.837844377569609
Slc13a4	0.394724355106091	5.84513694414861	4.31353959107255	0.000921021547027641	0.00744167028924655	-0.838460531115048
Ccdc33	0.433496399561083	5.43595743927902	4.31339649974954	0.000921259777368243	0.00744167028924655	-0.838721594245491
Oosp3	0.346750464003701	4.97219549810033	4.31117433159395	0.00092496762653249	0.00744310408628721	-0.842776083247342
Tmem186	-0.459284759166426	6.42209409524304	-4.31113449875274	0.00092503423128878	0.00744310408628721	-0.842848765145742
Anks1b	0.472531756087884	6.78442894372951	4.31054814172834	0.000926015257400208	0.00744310408628721	-0.843918692369403
Dysf	-1.0401567377375	7.38802691596093	-4.31041443054928	0.000926239118554125	0.00744310408628721	-0.844162680118084
5031410I06Rik	1.94053366263409	4.61503773549059	4.30883097841442	0.000928894420569408	0.00744310408628721	-0.847052193919861
Gm10220	1.94053366263409	4.61503773549059	4.30883097841442	0.000928894420569408	0.00744310408628721	-0.847052193919861
Gm10471	1.94053366263409	4.61503773549059	4.30883097841442	0.000928894420569408	0.00744310408628721	-0.847052193919861
Gm17019	1.94053366263409	4.61503773549059	4.30883097841442	0.000928894420569408	0.00744310408628721	-0.847052193919861
Gm1979	1.94053366263409	4.61503773549059	4.30883097841442	0.000928894420569408	0.00744310408628721	-0.847052193919861
